Paragraph,Section,Category_ID,Agreement_name
Title Test System shall be and remain the personal property of Company Except for the limited license to use the Test System as set forth in Section 6 above all rights title and interests in and to the Test System shall be retained by Company Ericsson shall keep the Test System at all times free and clear from all claims levies liens process security interest and encumbrances Ericsson shall not alter or modify the Test System and shall not open sealed hardware without Company s prior written consent Ericsson will operate the Test System only as specified in the products specifications manuals and other relevant documentation Upon expiration or termination of this Agreement for any reason Ericsson shall at its own expense return the Test System to Company in the same condition in which the Test System is received ordinary wear and tear excepted and the Test System shall be properly packaged in its original packaging or equivalent crated and sent via common carrier with shipment fully insured to Company Notwithstanding the above should Ericsson choose to purchase or license the Test System from Company terms and conditions for such purchasellicense shall be set forth in an Ericsson PO or other purchasellicense agreement negotiated between the parties,Title,7,Radwin Trial Agreement (signed) 9-26-12
Title Test System shall be and remain the personal property of Company Except for the right to use the Test System as set forth in Section 6 above all right title and interest in and to the Test System shall be retained by Company Ericsson shall keep the Test System at all times free and clear from all claims levies liens process security interest and encumbrances Ericsson shall not alter or modify the Test System without Company s prior written consent Upon expiration or termination of this Agreement for any reason Ericsson shall at its own expense return the Test System to Company in the same condition in which the Test System is received ordinary wear and tear excepted and the Test System shall be properly packaged in its original packaging or equivalent crated and sent via common carrier with shipment fully insured to Company Notwithstanding the above should Ericsson choose to purchase or license the Test System from Company terms and conditions for such purchase license shall be set forth in an Ericsson PO or other purchase license agreement negotiated between the parties,Title,7,Roambee Corporation_Paid Trial Agreement_(21126) (Eff. 06.14.19)
Title Test System shall be and remain the personal property of Company Except for the right to use the Test System as set forth in Section 6 above all right title and interest in and to the Test System shall be retained by Company Ericsson shall keep the Test System at all times free and clear from all claims levies liens process security interest and encumbrances Ericsson shall not alter or modify the Test System without Company s prior written consent Upon expiration or termination of this Agreement for any reason Ericsson shall at its own expense return the Test System to Company in the same condition in which the Test System is received ordinary wear and tear excepted and the Test System shall be properly packaged in its original packaging or equivalent crated and sent via common carrier with shipment fully insured to Company Notwithstanding the above should Ericsson choose to purchase or license the Test System from Company terms and conditions for such purchase license shall be set forth in an Ericsson PO or other purchase license agreement negotiated between the parties,Title,7,Roambee Corporation_Paid Trial Agreement_(22084) (Eff. 01.22.20)
Title Test System shall be and remain the personal property of Company Except for the right to use the Test System as set forth in Section 6 above all right title and interest in and to the Test System shall be retained by Company Ericsson shall keep the Test System at all times free and clear from all claims levies liens process security interest and encumbrances Ericsson shall not alter or modify the Test System without Company s prior written consent Upon expiration or termination of this Agreement for any reason Ericsson shall at its own expense return the Test System to Company in the same condition in which the Test System is received ordinary wear and tear excepted and the Test System shall be properly packaged in its original packaging crated and sent via common carrier with shipment fully insured to Company Ericsson agrees not to a rent lease sublicense distribute transfer modify encumber time share disclose or make copies of the Test System except that Ericsson may make one 1 copy of the software included in the Test System Software for backup purposes and upon prior written mutual agreement with Company may request that Company modify the Test System for the purpose of the Trial or b decompile disassemble or reverse engineer the Software or use similar means to discover the source code or the trade secrets embodied in the Software Notwithstanding the above should Ericsson choose to purchase or license the Test System from Company terms and conditions for such purchasel license shall be set forth in an Ericsson PO or other purchase license agreement negotiated between the parties,Title,7,Tatara Systems Trial Agmt. 110609 (signed)
Title Test System shall be and remain the personal property of Company Except for the right to use the Test System as set forth in Section 6 above all right title and interest in and to the Test System shall be retained by Company Ericsson shall keep the Test System at all times free and clear from all claims levies liens process security interest and encumbrances Ericsson shall not alter or modify the Test System without Company s prior written consent Upon expiration of the trial as defined in an attachment to Exhibit A of this Agreement or termination of this Agreement for any reason Ericsson shall at its own expense return the Test System to Company in the same condition in which the Test System is received ordinary wear and tear excepted and the Test System shall be properly packaged in its original packaging crated and sent via common carrier with shipment fully insured to Company Notwithstanding the above should Ericsson choose to purchase or license the Test System from Company terms and conditions for such purchase license shall be set forth in an Ericsson PO or other purchase license agreement negotiated between the parties,Title,7,"Tektronix Trial Agreement (fully executed), effective 4-29-11"
Title Each company s software shall be and remain the personal property of the providing company Except for the right to use the software as set forth in Section 6 above all right title and interest in and to the software shall be retained by the providing company Each company shall keep the other company s software at ail times free and clear from all claims levies liens process security interest and encumbrances Neither company shall alter or modify the other company s software without the other company s prior written consent Notwithstanding the above should Ericsson choose to purchase or license the software from Company terms and conditions for such purchase license shall be set forth in an Ericsson PO or other purchase license agreement negotiated between the parties,Title,7,Teleca USA Inc Trial Agreement 060107 signed
Title The Test System or any part thereof and all rights thereto including any intellectual property rights shall be and remain the personal property of Company No right or license is granted in or to the Test System under this Agreement except for the limited right to test and demonstrate the Test System as set forth in Section 6 above and all right title and interest in and to the Test System shall be retained by Company Ericsson shall keep the Test System at all times free and clear from all claims levies liens process security interest and encumbrances Ericsson shall not alter or modify the Test System without Company s prior written consent Upon expiration or termination of this Agreement for any reason Ericsson shall at its own expense return the Test System to Company in the same condition in which the Test System is received ordinary wear and tear excepted and the Test System shall be properly packaged in its original packaging crated and sent via common carrier with shipment fully insured to Company Notwithstanding the above should Ericsson choose to purchase or license the Test System from Company terms and conditions for such purchase license shall be set forth in an Ericsson PO or other purchase license agreement negotiated between the parties The foregoing shall not be deemed create any obligation to enter into such agreement,Title,7,Telmap Trial Agr executed (original)
Title Each company s software shall be and remain the personal property of the providing company Except for the right to use the software as set forth in Section 6 above all right title and interest in and to the software shall be retained by the providing company Each company shall keep the other company s software at all times free and clear from all claims levies liens process security interest and encumbrances Neither company shall alter or modify the other company s software without the other company s prior written consent Notwithstanding the above should Ericsson choose to purchase or license the software from Company terms and conditions for such purchase license shall be set forth in an Ericsson PO or other purchase license agreement negotiated between the parties,Title,7,Teleca USA Inc Trial Agreement 060107
Title MSN shall be and remain the personal property of Tellabs Except for the right to use the MSN as set forth in Section 3 and 6 above all right title and interest in and to the MSN shall be retained by Tellabs Ericsson shall keep the MSN at all times free and clear from all claims levies liens process security interest and encumbrances Ericsson shall not alter or modify the MSN without 2 5 Tellabs s prior written consent Upon expiration or termination of this Agreement for any reason I NENG Ericsson shall at its own expense return the MSN to Tellabs in the same condition in which the MSN is ecelved ordinary wear and tear excepted and the MSN shall be properly packaged in its Oriotray haat packaging crated and sent via common carrier with shipment fully insured to Tellabs,Title,7,Tellabs N.A. Trial Agmt. 031708 (signed)
Title The Test System (or any part thereof) and all rights thereto(including any intellectual property rights) shall be and remain the personal property of the Company No right or license is granted in or to the Test System under this Agreement except for the limited right to test and demonstrate the Test System as set forth in Section 6 above and all right title and interest in and to the Test System shall be retained by Company Ericsson shall keep the Test System at all times free and clear from all claims levies liens process security interest and encumbrances Ericsson shall not alter or modify the Test System without Company s prior written consent Upon expiration or termination of this Agreement for any reason Ericsson shall at its own expense return the Test System to Company in the same condition in which the Test System is received ordinary wear and tear excepted and the Test System shall be properly packaged in its original packaging crated and sent via common carrier with shipment fully insured to Company Notwithstanding the above should Ericsson choose to purchase or license the Test System from Company terms and conditions for such purchase license shall be set forth in an Ericsson PO or other purchasel license agreement negotiated between the parties The foregoing shall not be deemed create any obligation to enter into such agreement,Title,7,Telmap Trial Agreement executed (scanned)
Title Test System shall be and remain the personal property of Company Except for the right to use the Test System as set forth in Section 6 above all right title and interest in and to the Test System shall be retained by Company Ericsson shall keep the Test System at all times free and clear from all claims levies liens process security interest and encumbrances Ericsson shall not alter or modify the Test System without Company s prior written consent Upon expiration or termination of this Agreement for any reason Ericsson shall to the extent any part of the Test System was physically delivered at its own expense return the Test System to Company in the same condition in which the Test System is received ordinary wear and tear excepted and the Test System shall be properly packaged in its original packaging or equivalent crated and sent via common carrier with shipment fully insured to Company Any software components made available to Ericsson electronically shall be deactivated and deleted by Ericsson Ericsson also agrees and acknowledges that Company may use license keys or other disabling devices to disable the Test System only upon expiry of this Agreement Notwithstanding the above should Ericsson choose to purchase or license the Test System from Company terms and conditions for such purchase license shall be set forth in an Ericsson PO or other purchase license agreement negotiated between the parties,Title,7,Think Analytics- Trial Agreement effective (8-4-15)
Title Test System shall be and remain the personal property of Company Except for the right to use the Test System as set forth in Section 6 above all right title and interest in and to the Test System Shall be retained by Company Ericsson shall keep the Test System at all times free and clear from all claims levies liens process security interest and encumbrances Ericsson shall not alter or modify the Test System without Company s prior written consent Notwithstanding the above should Ericsson choose to purchase or license the Test System from Company terms and conditions for such purchase license shall be set forth in an Ericsson PO or other purchase license agreement negotiated between the parties,Title,7,Tive Inc._Trial Agreement_(19928) (Eff.  09.28.18)
Title Test System shall be and remain the personal property of Company Except for the right to use the Test System as set forth in Section 6 above all right title and interest in and to the Test System Shall be retained by Company Ericsson shall keep the Test System at all times free and clear from all claims levies liens process security interest and encumbrances Ericsson shall not alter or modify the Test System without Company s prior written consent Upon expiration or termination of this Agreement for any reason Ericsson shall at its own expense return the Test System to Company in the same condition in which the Test System is received ordinary wear and tear excepted and the Test System shall be properly packaged in its original packaging or equivalent crated and sent via common carrier with shipment fully insured to Company Notwithstanding the above should Ericsson choose to purchase or license the Test System from Company terms and conditions for such purchase license shall be set forth in an Ericsson PO or other purchase license agreement negotiated between the parties,Title,7,TNSS Global LLC - TA - (Eff. 01-10-2017)
Title Test System and any derivative works thereof shall be and remain the personal property of Company Except for the right to use the Test System as set forth in Section 6 above all right title and interest in and to the Test System shall be retained by Company Ericsson shall keep the Test System at all times free and clear from all claims levies liens process security interest and encumbrances Ericsson shall not alter or modify the Test System without Company s prior written consent Upon expiration or termination of this Agreement for any reason Ericsson shall at its own expense return the Test System to Company in the same condition in which the Test System is received ordinary wear and tear excepted and the Test System shall be properly packaged in its original packaging or equivalent crated and sent via common carrier with shipment fully insured to Company Notwithstanding the above should Ericsson choose to purchase or license the Test System from Company terms and conditions for such purchase license shall be set forth in an Ericsson PO or other purchase license agreement negotiated between the parties,Title,7,Trifacta Inc._Trial Agreement (Rev B)_(19427) (Eff. 07.10.18)
Risk of Loss Upon delivery of the Test System to Ericsson all risk of loss damage theft or destruction partial or complete to any item of the Test System solely caused by the acts or omissions of Ericsson shall be borne by Ericsson Ericsson shall promptly notify Company of any theft loss or damage to the Test System,Risk_of_Loss,8,18-5789 ( REv B) Ericsson Trifacta Trial Agreement 6.28.18 FINAL
Risk of Loss Upon delivery of the Test System to Ericsson all risk of loss damage theft or destruction partial or complete to any item of the Test System to the extent caused by the acts or omissions of Ericsson shall be borne by Ericsson Ericsson shall promptly notify Company of any theft loss or damage to the Test System,Risk_of_Loss,8,Radwin Trial Agreement (signed) 9-26-12
Risk of Loss Upon delivery of the Test System to Ericsson all risk of loss damage theft or destruction partial or complete to any item of the Test System solely caused by the acts or omissions of Ericsson shall be borne by Ericsson Ericsson shall promptly notify Company of any theft loss or damage to the Test System,Risk_of_Loss,8,Roambee Corporation_Paid Trial Agreement_(21126) (Eff. 06.14.19)
Risk of Loss Upon delivery of the Test System to Ericsson all risk of loss damage theft or destruction partial or complete to any item of the Test System solely caused by the acts or omissions of Ericsson shall be borne by Ericsson Ericsson shall promptly notify Company of any theft loss or damage to the Test System,Risk_of_Loss,8,Roambee Corporation_Paid Trial Agreement_(22084) (Eff. 01.22.20)
Risk of Loss Upon delivery of the Test System to Ericsson all risk of loss damage theft or destruction partial or complete to any item of the Test System solely caused by the acts or omissions of Ericsson or those of any contractors agents or anyone else acting on Ericsson s behalf shall be borne by Ericsson Ericsson shall promptly notify Company of any theft loss or damage to the Test System,Risk_of_Loss,8,Tatara Systems Trial Agmt. 110609 (signed)
Risk of Loss Upon delivery of the Test System to Ericsson all risk of loss damage theft or destruction partial or complete to any item of the Test System solely caused by the acts or omissions of Ericsson shall be borne by Ericsson Ericsson shall promptly notify Company of any theft loss or damage to the Test System,Risk_of_Loss,8,"Tektronix Trial Agreement (fully executed), effective 4-29-11"
Risk of Loss Upon delivery of the Client Software to Ericsson all risk of loss damage theft or destruction partial or complete to any item of the Client Software solely caused by the acts or omissions of Ericsson shall be borne by Ericsson Ericsson shall promptly notify Company of any theft loss or damage to the Client Software,Risk_of_Loss,8,Teleca USA Inc Trial Agreement 060107 signed
Risk of Loss Upon delivery of the Test System to Ericsson all risk of loss damage theft or destruction partial or complete to any item of the Test System solely caused by the acts or omissions of Ericsson shall be borne by Ericsson Ericsson shall promptly notify Company of any theft loss or damage to the Test System,Risk_of_Loss,8,Telmap Trial Agr executed (original)
Risk of Loss Upon delivery of the Client Software to Ericsson all risk of loss damage theft or destruction partial or complete to any item of the Client Software solely caused by the acts or omissions of Ericsson shall be borne by Ericsson Ericsson shall promptly notify Company of any theft loss or damage to the Client Software,Risk_of_Loss,8,Teleca USA Inc Trial Agreement 060107
Risk of Loss Upon delivery of the MSN to Ericsson all risk of loss damage theft or destruction partial or complete to any item of the MSN solely caused by the acts or omissions of parties other than Tellabs shall be borne by Ericsson Ericsson shall promptly notify Tellabs of any theft loss or damage to the MSN,Risk_of_Loss,8,Tellabs N.A. Trial Agmt. 031708 (signed)
Risk of Loss Upon delivery of the Test System to Ericsson all risk of loss damage theft or destruction partial or complete to any item of the Test System solely caused by the acts or omissions of Ericsson shall be borne by Ericsson Ericsson shall promptiy notify Company of any theft loss or damage to the Test System,Risk_of_Loss,8,Telmap Trial Agreement executed (scanned)
Risk of Loss Upon delivery of the Test System to Ericsson all risk of loss damage theft or destruction partial or complete to any item of the Test System solely caused by the acts or omissions of Ericsson shall be borne by Ericsson Ericsson shall promptly notify Company of any theft loss or damage to the Test System,Risk_of_Loss,8,Think Analytics- Trial Agreement effective (8-4-15)
Risk of Loss Upon delivery of the Test System to Ericsson all risk of loss damage theft or destruction partial or complete to any item of the Test System solely caused by the acts or omissions of Ericsson shall be borne by Ericsson Ericsson shall promptly notify Company of any theft loss or damage to the Test System,Risk_of_Loss,8,Tive Inc._Trial Agreement_(19928) (Eff.  09.28.18)
Risk of Loss Upon delivery of the Test System to Ericsson all risk of loss damage theft or destruction partial or complete to any item of the Test System solely caused by the acts or omissions of Ericsson shall be borne by Ericsson Ericsson shall promptly notify Company of any theft loss or damage to the Test System,Risk_of_Loss,8,TNSS Global LLC - TA - (Eff. 01-10-2017)
Risk of Loss Upon delivery of the Test System to Ericsson all risk of loss damage theft or destruction partial or complete to any item of the Test System solely caused by the acts or omissions of Ericsson shall be borne by Ericsson Ericsson shall promptly notify Company of any theft loss or damage to the Test System,Risk_of_Loss,8,Trifacta Inc._Trial Agreement (Rev B)_(19427) (Eff. 07.10.18)
DISCLAIMER OF _WARRANTY UNLESS AND UNTIL THE TEST SYSTEM IS PURCHASED LICENSED BY ERICSSON AS SET FORTH IN SECTION 7 ABOVE THE TEST SYSTEM AND OTHER ITEMS AND SERVICES ARE PROVIDED BY COMPANY AS IS AND COMPANY HEREBY DISCLAIMS ALL WARRANTIES WHETHER IMPLIED EXPRESS OR STATUTORY INCLUDING WITHOUT LIMITATION WARRANTY OF MERCHANTABILITY OR FITNESS FOR A PARTICULAR USE,Disclaimer_of_Warranty,9,18-5789 ( REv B) Ericsson Trifacta Trial Agreement 6.28.18 FINAL
DISCLAIMER OF WARRANTY UNLESS THE TEST SYSTEM IS PURCHASED LICENSED BY ERICSSON AS SET FORTH IN SECTION 7 ABOVETHE TEST SYSTEM AND OTHER ITEMS ARE PROVIDED BY COMPANY AS IS AND COMPANY HEREBY DISCLAIMS ALL WARRANTIES WHETHER IMPLIED EXPRESS OR STATUTORY INCLUDING WITHOUT LIMITATION WARRANTY OF MERCHANTABILITY OR FITNESS FOR A PARTICULAR USE,Disclaimer_of_Warranty,9,Radwin Trial Agreement (signed) 9-26-12
DISCLAIMER OF WARRANTY UNLESS AND UNTIL THE TEST SYSTEM IS PURCHASED LICENSED BY ERICSSON AS SET FORTH IN SECTION 7 ABOVE THE TEST SYSTEM AND OTHER ITEMS ARE PROVIDED BY COMPANY AS IS AND COMPANY HEREBY DISCLAIMS ALL WARRANTIES WHETHER IMPLIED EXPRESS OR STATUTORY INCLUDING WITHOUT LIMITATION WARRANTY OF MERCHANTABILITY OR FITNESS FOR A PARTICULAR USE,Disclaimer_of_Warranty,9,Tatara Systems Trial Agmt. 110609 (signed)
DISCLAIMER OF WARRANTY UNLESS AND UNTIL THE TEST SYSTEM IS PURCHASED LICENSED BY ERICSSON AS SET FORTH IN SECTION 7 ABOVE THE TEST SYSTEM AND OTHER ITEMS ARE PROVIDED BY COMPANY AS IS AND COMPANY HEREBY DISCLAIMS ALL WARRANTIES WHETHER IMPLIED EXPRESS OR STATUTORY INCLUDING WITHOUT LIMITATION WARRANTY OF MERCHANTABILITY OR FITNESS FOR A PARTICULAR USE,Disclaimer_of_Warranty,9,"Tektronix Trial Agreement (fully executed), effective 4-29-11"
DISCLAIMER OF WARRANTY UNLESS AND UNTIL THE SOFTWARE IS PURCHASED LICENSED BY ERICSSON AS SET FORTH IN SECTION 7 ABOVE THE SOFTWARE AND OTHER ITEMS ARE PROVIDED BY COMPANY AS IS AND COMPANY HEREBY DISCLAIMS ALL WARRANTIES WHETHER IMPLIED EXPRESS OR STATUTORY INCLUDING WITHOUT LIMITATION WARRANTY OF MERCHANTABILITY OR FITNESS FOR A PARTICULAR USE,Disclaimer_of_Warranty,9,Teleca USA Inc Trial Agreement 060107 signed
DISCLAIMER OF _WARRANTY UNLESS AND UNTIL THE TEST SYSTEM IS PURCHASED LICENSED BY ERICSSON AS SET FORTH IN SECTION 7 ABOVE THE TEST SYSTEM AND OTHER ITEMS ARE PROVIDED BY COMPANY AS IS AND COMPANY HEREBY DISCLAIMS ALL WARRANTIES WHETHER IMPLIED EXPRESS OR STATUTORY INCLUDING WITHOUT LIMITATION WARRANTY OF MERCHANTABILITY OR FITNESS FOR A PARTICULAR USE,Disclaimer_of_Warranty,9,Telmap Trial Agr executed (original)
DISCLAIMER OF _ WARRANTY UNLESS AND UNTIL THE SOFTWARE IS PURCHASED LICENSED BY ERICSSON AS SET FORTH IN SECTION 7 ABOVE THE SOFTWARE AND OTHER ITEMS ARE PROVIDED BY COMPANY AS IS AND COMPANY HEREBY DISCLAIMS ALL WARRANTIES WHETHER IMPLIED EXPRESS OR STATUTORY INCLUDING WITHOUT LIMITATION WARRANTY OF MERCHANTABILITY OR FITNESS FOR A PARTICULAR USE,Disclaimer_of_Warranty,9,Teleca USA Inc Trial Agreement 060107
DISCLAIMER OF WARRANTY THE MSN AND OTHER ITEMS ARE PROVIDED BY TELLABS AS 1S AND TELLABS HEREBY DISCLAIMS ALL WARRANTIES WHETHER IMPLIED EXPRESS OR STATUTORY INCLUDING WITHOUT LIMITATION WARRANTY OF MERCHANTABILITY NON 4 INFRINGEMENT OR FITNESS FOR A PARTICULAR USE,Disclaimer_of_Warranty,9,Tellabs N.A. Trial Agmt. 031708 (signed)
DISCLAIMER OF WARRANTY UNLESS AND UNTIL THE TEST SYSTEM 15 PURCHASED LICENSED BY ERICSSON AS SET FORTH IN SECTION 7 ABOVE THE TESI SYSTEM AND OTHER ITEMS ARE PROVIDED BY COMPANY AS IS AND COMPANY HEREBY DISCLAIMS ALL WARRANTIES WHETHER IMPLIED EXPRESS OR STATUTORY INCLUDING WITHOUT LIMITATION WARRANTY OF MERCHANTABILITY OR FITNESS FOR A PARTICULAR USE,Disclaimer_of_Warranty,9,Telmap Trial Agreement executed (scanned)
DISCLAIMER OF _WARRANTY UNLESS AND UNTIL THE TEST SYSTEM IS PURCHASED LICENSED BY ERICSSON AS SET FORTH IN SECTION 7 ABOVE THE TEST SYSTEM AND OTHER ITEMS ARE PROVIDED BY COMPANY AS IS AND COMPANY HEREBY DISCLAIMS ALL WARRANTIES WHETHER IMPLIED EXPRESS OR STATUTORY INCLUDING WITHOUT LIMITATION WARRANTY OF MERCHANTABILITY OR FITNESS FOR A PARTICULAR USE ,Disclaimer_of_Warranty,9,Think Analytics- Trial Agreement effective (8-4-15)
DISCLAIMER OF _WARRANTY UNLESS AND UNTIL THE TEST SYSTEM IS PURCHASED LICENSED BY ERICSSON AS SET FORTH IN SECTION 7 ABOVE THE TEST SYSTEM AND OTHER ITEMS ARE PROVIDED BY COMPANY AS IS AND COMPANY HEREBY DISCLAIMS ALL WARRANTIES WHETHER IMPLIED EXPRESS OR STATUTORY INCLUDING WITHOUT LIMITATION WARRANTY OF MERCHANTABILITY OR FITNESS FOR A PARTICULAR USE,Disclaimer_of_Warranty,9,TNSS Global LLC - TA - (Eff. 01-10-2017)
DISCLAIMER OF _WARRANTY UNLESS AND UNTIL THE TEST SYSTEM IS PURCHASED LICENSED BY ERICSSON AS SET FORTH IN SECTION 7 ABOVE THE TEST SYSTEM AND OTHER ITEMS AND SERVICES ARE PROVIDED BY COMPANY AS IS AND COMPANY HEREBY DISCLAIMS ALL WARRANTIES WHETHER IMPLIED EXPRESS OR STATUTORY INCLUDING WITHOUT LIMITATION WARRANTY OF MERCHANTABILITY OR FITNESS FOR A PARTICULAR USE,Disclaimer_of_Warranty,9,Trifacta Inc._Trial Agreement (Rev B)_(19427) (Eff. 07.10.18)
Limitation of Liability Except for claims arising from a breach of Section 12 or Section 14 of this Agreement in no event shall either party be liable for any special incidental indirect or consequential damages in connection with this Agreement even if such damages are foreseeable The provisions of this Section shall survive the expiration or termination of this Agreement for any reason,Limitation_of_Liability,10,18-5789 ( REv B) Ericsson Trifacta Trial Agreement 6.28.18 FINAL
Limitation of Liability Except for violations of Sections 6 and 14 in no event shall either party be liable for any special incidental indirect or consequential damages in connection with this Agreement whether based on action or claim in contract equity indemnity tort including negligence intended conduct strict liability or otherwise even if such damages are foreseeable The provisions of this Section shall survive the expiration or termination of this Agreement for any reason,Limitation_of_Liability,10,Radwin Trial Agreement (signed) 9-26-12
Limitation of Liability In no event shall Ericsson be liable for any special incidental indirect or consequential damages in connection with this Agreement even if such damages are foreseeable The provisions of this Section shall survive the expiration or termination of this Agreement for any reason,Limitation_of_Liability,10,Roambee Corporation_Paid Trial Agreement_(21126) (Eff. 06.14.19)
Limitation of Liability In no event shall Ericsson be liable for any special incidental indirect or consequential damages in connection with this Agreement even if such damages are foreseeable The provisions of this Section shall survive the expiration or termination of this Agreement for any reason,Limitation_of_Liability,10,Roambee Corporation_Paid Trial Agreement_(22084) (Eff. 01.22.20)
Limitation of Liability Except for indemnification obligations and violations of Section 14 in no event shall either party be liable for any special incidental indirect or consequential damages in connection with this Agreement whether based on action or claim in contract equity indemnity tort including negligence intended conduct strict liability or otherwise even if such damages are foreseeable Except for violations of indemnification obligations and violations of Section 14 or Section 7 in no event shall either party be liable for direct damages in excess of the list price for the Test System The provisions of this Section shall survive the expiration or termination of this Agreement for any reason,Limitation_of_Liability,10,Tatara Systems Trial Agmt. 110609 (signed)
Limitation of Liability Except for violations of Section 14 in no event shall either party be liable for any special incidental indirect or consequential damages in connection with this Agreement whether based on action or claim in contract equity indemnity tort including negligence intended conduct strict liability or otherwise even if such damages are foreseeable The provisions of this Section shall survive the expiration or termination of this Agreement for any reason,Limitation_of_Liability,10,"Tektronix Trial Agreement (fully executed), effective 4-29-11"
Limitation of Liability Any Liability of either party from or relating to this Agreement except for breach of Section 16 of this Agreement whether based on contract equity fort including negligence damages and except as set forth in Sections 40 and 14 the amount of damages recoverable against either party for all events acts or omissions shall not exceed in the aggregate the fees payable by Ericsson to Company hereunder for the Client Software or services that give rise to such liability Except for breach of Section 16 of this Agreement in no event shall either party be liable for any special incidental indirect or consequential damages in connection with this Agreement whether based on action or claim in contract equity indemnity tort including negligence intended conduct strict liability or otherwise even if such damages are foreseeable The provisions of this Section shall survive the expiration or termination of this Agreement for any reason,Limitation_of_Liability,10,Teleca USA Inc Trial Agreement 060107 signed
Limitation of Liability Except as set forth in Sections 6 8 in no event shall either party be liable for any special incidental indirect or consequential damages in connection with this Agreement whether based on action or claim in contract equity indemnity tort including negligence intended conduct Strict liability or otherwise even if such damages are foreseeable The provisions of this Section shall survive the expiration or termination of this Agreement for any reason,Limitation_of_Liability,10,Telmap Trial Agr executed (original)
Limitation of Liability Any Liability of either party from or relating to this Agreement except for breach of Section 16 of this Agreement whether based on contract equity tort including negligence damages and except as set forth in Sections 10 and 14 the amount of damages recoverable against either party for all events acts or omissions shall not exceed in the aggregate the fees payable by Ericsson to Company hereunder for the Client Software or services that give rise to such liability Except for breach of Section 16 of this Agreement in no event shall either party be liable for any special incidental indirect or consequential damages in connection with this Agreement whether based on action or claim in contract equity indemnity tort including negligence intended conduct strict liability or otherwise even if such damages are foreseeable The provisions of this Section shall survive the expiration or termination of this Agreement for any reason,Limitation_of_Liability,10,Teleca USA Inc Trial Agreement 060107
Limitation of Liability Except for violations of Section 14 in no event shall either party be liable for any special incidental indirect or consequential damages in connection with this Agreement whether based on action or claim in contract equity indemnity tort including negligence intended conduct strict liability or otherwise even if such damages are foreseeable Except for violations of Sections 12 or 14 In no event shall either party s liability for direct damages exceed the then current list price MSN s delivered hereunder The provisions of this Section shall survive the expiration or termination of this Agreement for any reason,Limitation_of_Liability,10,Tellabs N.A. Trial Agmt. 031708 (signed)
Limitation of Liability Except as set forth in Sections 6 8B in no event shall either party be liable for any special incidental indirect or consequential damages in connection with this Agreement whether based on action or claim in contract equity indemnity tort including negligence intended conduct strict liability or otherwise even if such damages are foreseeable The provisions of this Section shall survive the expiration or termination of this Agreement for any reason,Limitation_of_Liability,10,Telmap Trial Agreement executed (scanned)
Limitation of Liability Except for breach of Section 14 Confidentiality and Section 12 Indemnification in no event shall either party be liable for any special incidental indirect or consequential damages in connection with this Agreement even if such damages are foreseeable The provisions of this Section shall survive the expiration or termination of this Agreement for any reason EXCEPT FOR TANGIBLE PROPERTY DAMAGE DEATH OR BODILY INJURY BREACH OF SECTION 14 CONFIDENTIALITY BREACH OF SECTION 12 INDEMNIFICATION INFRINGEMENT OF THE OTHER PARTY S INTELLECTUAL PROPERTY RIGHTS OR IF THE DEFAULTING PARTY HAS BEEN ACTING WITH GROSS NEGLIGENCE OR WITH WILLFUL MISCONDUCT THE LIABILITY OF EACH PARTY UNDER OR ARISING FROM THIS AGREEMENT HOWEVER CAUSED AND ON ANY THEORY OF LIABILITY INCLUDING CONTRACT STRICT LIABILITY NEGLIGENCE OR OTHER TORT SHALL BE LIMITED TO DIRECT DAMAGES AND SHALL NOT EXCEED USE,Limitation_of_Liability,10,Think Analytics- Trial Agreement effective (8-4-15)
Limitation of Liability In no event shall Ericsson be liable for any special incidental indirect or consequential damages in connection with this Agreement even if such damages are foreseeable The provisions of this Section shall survive the expiration or termination of this Agreement for any reason,Limitation_of_Liability,10,Tive Inc._Trial Agreement_(19928) (Eff.  09.28.18)
Limitation of Liability In no event shall Ericsson be liable for any special incidental indirect or consequential damages in connection with this Agreement even if such damages are foreseeable The provisions of this Section shall survive the expiration or termination of this Agreement for any reason,Limitation_of_Liability,10,TNSS Global LLC - TA - (Eff. 01-10-2017)
Limitation of Liability Except for claims arising from a breach of Section 12 or Section 14 of this Agreement in no event shall either party be liable for any special incidental indirect or consequential damages in connection with this Agreement even if such damages are foreseeable The provisions of this Section shall survive the expiration or termination of this Agreement for any reason,Limitation_of_Liability,10,Trifacta Inc._Trial Agreement (Rev B)_(19427) (Eff. 07.10.18)
Termination Either party may terminate this Agreement at any time by giving a written notice of termination at least ninety 90 days prior to the effective date of such termination Notwithstanding the foregoing a Ericsson may terminate this Agreement upon ten 10 days notice in the event the Test System causes technical problems in Ericsson s or its customer s network or otherwise fails to operate properly and such technical problems have not been remedied by Company during such ten 10 day period and b Company may terminate this Agreement upon ten 10 days notice in the event Ericsson breaches any provision of this Agreement and fails to remedy the breach during that ten 10 day period,Termination,11,18-5789 ( REv B) Ericsson Trifacta Trial Agreement 6.28.18 FINAL
Termination Either party may terminate this Agreement at any time by giving a written notice of termination at least thirty 30 days prior to the effective date of such termination Notwithstanding the foregoing Ericsson may terminate this Agreement upon fourteen 14 days notice in the event the Test System causes technical problems in Ericsson s or its customer s network or otherwise fails to operate properly and such technical problems have not been remedied by Company during such fourteen 14 day period,Termination,11,Radwin Trial Agreement (signed) 9-26-12
